,title,publisher,published,cited_num,times_cited,abstract,keywords,keyword_plus,authors_address,author_university,cited
108,Biometric identification using infrared dorsum hand vein images,INGENIERIA E INVESTIGACION,2009年4月,6,38,"The evident need for improving access and safety controls has orientated the development of new personal identification systems towards using biometric, physiological and behavioral features guaranteeing increasing greater levels of performance. Motivated by this trend, the development and implementation of a computational tool for recording and validating people's identity using dorsum hand vein images is presented here. A low-cost hardware module for acquiring infrared images was thus designed; it consisted of a conventional video-camera, optical lenses, controlled infrared illumination sources and a frame grabber. he accompanying software module was concerned with visualizing and capturing images, selecting regions of interest, pattern segmentation in the region and extracting, describing and classifying these features. An artificial neuron network approach was implemented for pattern recognition, resulting in it proving the biometric indicator to be sufficiently discriminating, and a correlation-based approach using a 100 image database for static characterisation, determined the system's maximum efficiency to be 95.72% at a threshold equal to 65. False acceptance rate (FAR) was 8.57% and false rejection rate (FRR) was 0% at this threshold.",Caatinga;?biological invasion;?Apocynaceae;?invasive species,INITIAL-GROWTH;?DIFFERENT POSITIONS;?L.,"Universidade Federal da Paraiba?Univ Fed Paraiba, Ctr Ciencias Agr, Programa Posgrad Agron, Rodovia PB-079, BR-58397000 Areia, PB, Brazil.","Univ Fed Paraiba, Ctr Ciencias Agr, Programa Posgrad Agron, Rodovia PB-079, BR-58397000 Areia, PB, Brazil",
109,Biometric identification using infrared dorsum hand vein images,Ingeniería e Investigación,2009年4月,2,35,"The evident need for improving access and safety controls has orientated the development of new personal identification systems towards using biometric, physiological and behavioral features guaranteeing increasing greater levels of performance. Motivated by this trend, the development and implementation of a computational tool for recording and validating people’s identity using dorsum hand vein images is presented here. A low-cost hardware module for acquiring infrared images was thus designed; it consisted of a conventional video-camera, optical lenses, controlled infrared illumination sources and a frame grabber. The accompanying software module was concerned with visualizing and capturing images, selecting regions of interest, pattern segmentation in the region and extracting, describing and classifying these features. An artificial neuron network approach was implemented for pattern recognition, resulting in it proving the biometric indicator to be sufficiently discriminating, and a correlation-based approach using a 100 image database for static characterisation, determined the system’s maximum efficiency to be 95.72% at a threshold equal to 65. False acceptance rate (FAR) was 8.57% and false rejection rate (FRR) was 0% at this threshold.",Biological interpretation;?Biometric measurement;?Logistic model;?Theobroma cacao L.,IN-SITU DEGRADABILITY;?CURVES,"Universidade Federal de Lavras?Univ Fed Lavras, Dept Stat, Lavras, MG, Brazil.","Univ Fed Lavras, Dept Stat, Lavras, MG, Brazil",
110,Plant biometric characterization and cob sensory quality of super sweet corn ‘Delicia’ (bt1),Bioagro,2009年8月,0,28,"The characterization of super sweet corn cultivars in Venezuela has been conducted using introduced seed of commercial hybrids with the shrunken-2 (sh2) gene. These cultivars have shown a good cob quality but with agronomic limitations regarding adaptation to tropical conditions. This research was carried out to determine biometric parameters and sensory quality of the super sweet hybrid Delicia carrying the brittle-1 gene, obtained in breeding programs carried out under the tropical conditions of Venezuela. The experimental plots were established at Corocito in Villa de Cura, Aragua State , Venezuela. The data for biometrical characterization and sampling of cobs for sensorial evaluation were obtained 23 days after silking. The cobs were evaluated by a trained panel using a sensorial profile with the attributes of appearance, texture and flavor. The biometrical characterization of the Delicia hybrid showed a weight of husked ears of 15,347 kg·ha-1 and a good husk covering which minimizes damages due to insects and rots. Ear characteristics were adequate for industrial processing. The sensory evaluation indicated that grains can be described as of intense yellow color, turgid, and very sweet. The results showed the aptitude of this hybrid, carrying the bt1 gene, for production of high quality corn ears in Venezuela.",Micropogonias furnieri;?fish protein hydrolysate;?fish waste;?protease,ENZYME CONCENTRATIONS;?SUBSTRATE,"Universidade do Vale do Itajai?Univ Vale Itajai, Programa Posgrad Ciencia & Tecnol Ambiental, Itajai, SC, Brazil.","Univ Vale Itajai, Programa Posgrad Ciencia & Tecnol Ambiental, Itajai, SC, Brazil",
111,"PRESENT RECORD OF SPECIES OF MUSCULIUM LINK, 1807 (BIVALVIA: SPHAERIIDAE) IN CHILE WITH NOTES ON ITS MORPHOLOGY AND BIOMETRY OF ITS POPULATIONS",Gayana (Concepción),2009年,4,56,"This study reports the present distribution range of Musculium argentinum (D'Orbigny, 1835) and Musculium patagonicum Pilsbry, 1911 in Chile, from sampling data carried out from 2002 to 2006. Morphological and biometric characteristics of the studied populations show that M. argentinum is discontinually distributed between 38 degrees S - 41 degrees S and 71 degrees W - 72 degrees W, inhabiting fluvial and lacustrine waters. M. patagonicum was reported in a lentic environment. (51 degrees 42'S; 72 degrees 25'W). Both species are morphologically very similar. M. argentinum differs from M. patagonicum because de first has their valves more markedly cuadrangular or trapezoidal with the posterior end slightly truncated, upper dorsal extremes markedly cuadrangular, hinge plate less solid, nearly straight or weakly curved. Constant hinge length - shell length ratio. The shell outline of M. patagonicum is not as markedly trapezoidal as in M. argentinum. In the first, the posterior margin is less abrutply truncated, and the shell outline not sharp-cornered as is typical for M. argentinum. The hinge plate in M. patagonicum is always weakly curved never straight or broken as in M. argentinum. The collected material is deposited at the Zoological Collection of the Catholic University of Temuco and ill the Malacological Section of the Nacional Museum of Natural History, Chile.",genetics;?crossing;?history;?current scenario;?biometry;?genomic,QUANTITATIVE TRAIT LOCI;?WOOD QUALITY TRAITS;?UROPHYLLA PROGENIES;?GENOMIC SELECTION;?FOREST TREES;?GRANDIS;?RESISTANCE;?GROWTH;?IDENTIFICATION;?GLOBULUS,"Universidade Federal de Vicosa?Univ Fed Vicosa, CCA, Dept Engn Florestal, BR-36570900 Vicosa, MG, Brazil.","Univ Fed Vicosa, CCA, Dept Engn Florestal, BR-36570900 Vicosa, MG, Brazil",
112,Forms and doses of urea to fertilize clonal cocoa tree cuttings cultivated in substrate,Revista Brasileira de Ciência do Solo,2008年12月,6,39,"Nitrogen is the mineral nutrient required most by plants. There are, however, no studies on N fertilization calibration for rooted cocoa tree cutting production on substrate and frequent irrigation. The objective of this study was to compare the efficiency of urea fertilization on substrate and leaves for rooted cocoa tree cutting and to define N recommendable doses and foliar critical N level. The experiment was set up in a rooted cutting breeding nursery of the Cocoa Biofactory Institute, in Ilheus, Bahia, in July 2006, involving 10 treatments (two fertilization treatments and five urea doses), in random blocks with four repetitions. Each plot consisted of 12 rooted cocoa cuttings in plastic tubes, containing 288 cm? substrate (50 % coconut fiber and 50 % Plantmax?). The substrate was limed with 3.20 kg m-3 and fertilized with 2.68 kg m-3 of single superphosphate. The treatments were applied between the 82nd and 138th day, with the following weekly N doses to the substrate (0, 20, 40, 60 and 80 mg dm-3) and to the leaves (0.0, 2.25, 4.5, 9.0 and 13.5 g L-1). For all treatments, fertilization was supplemented with P, K, S, Zn and B via substrate. On the 145th day, the plants were harvested to evaluate diameter, height, leaf area, shoot dry matter (SDM), nutrient concentration in the diagnostic leaf and nutrient content in the shoot. The biometric and nutrient variables responded to treatments. Adding urea to the substrate led to the maximum yield, exceeding foliar fertilization for SDM, height and leaf area. The N doses recommended to obtain 99 % of the maximum yield varied, according to the biometric variable, from 43 to 76 mg dm-3 for fertilization on substrate and from 9.1 to 11.7 g L-1 for foliar fertilization. The critical foliar N level to obtain 99 % of the maximum yield of SDM by foliar fertilization was 23.1 g kg-1 N.",Cytochemical;?Lipids;?Fatty acids;?Proteins;?Germination,NONI;?OIL,"Universidade Federal do Ceara?Univ Fed Ceara, Ctr Ciencias, Dept Biol, Fortaleza, CE, Brazil.","Univ Fed Ceara, Programa Posgrad Bioquim, Fortaleza, CE, Brazil",
113,Biometric analysis of uterine cervix during pregnancy using transvaginal ultrasonography and magnetic resonance imaging,Radiologia Brasileira,2008年8月,3,26,"OBJECTIVE: To evaluate the uterine cervix length with magnetic resonance imaging in comparison with findings at transvaginal ultrasonography. MATERIALS AND METHODS: Twenty pregnant women between the 19th and 30th gestational weeks underwent magnetic resonance imaging and transvaginal ultrasonography for evaluation of their uterine cervix. Measurements by means of magnetic resonance imaging were performed by two specialists in imaging diagnosis for calculating the interobserver variability of the method. RESULTS: Calculation of the Pearson's correlation coefficient between measurements of the cervical length demonstrated a significant correlation between the results of both methods (r=0.628; p&lt;0.01). The paired t test demonstrated no statistically significant difference between measurements obtained by transvaginal ultrasonography and magnetic resonance imaging (p=0.068). Interobserver agreement in cervical measurements by magnetic resonance imaging was high (a=0.96), demonstrating the reliability of the method. CONCLUSION: The comparison between both imaging methods in the evaluation of cervical biometry showed no statistically significant difference thus reinforcing the utilization of ultrasonography. However, in some cases where transvaginal ultrasonography is contraindicated, magnetic resonance imaging can be alternatively utilized for measurement of the cervical length.",Belief propagation;?Markov network;?Graph Cuts;?animal biometrics;?Markov random field;?Diploglossus millepunctatus,COMPUTER-ASSISTED SYSTEM;?PHOTOIDENTIFICATION,"Universidad de Antioquia?Univ Antioquia, Fac Ingn, Grp Sistemas Embebidos & Inteligencia Computac SI, Calle 67 53-108 AA 1226, Medellin, Colombia.","Univ Antioquia, Fac Ingn, Grp Sistemas Embebidos & Inteligencia Computac SI, Calle 67 53-108 AA 1226, Medellin, Colombia",
114,"Biometric evolution of two potato varieties, in the high zone of the state Falcon, Venezuela",Agronomía Tropical,2008年2月,1,46,"In order to offer agronomic alternative to the small farmers of the Federation council, Falcon State, two varieties of potato were evaluated, S. tuberosum L.; Kennebec (VK) and Atlantic (VA), in the Sabanita area, located to 800 meters up sea level, characterized as premontain humid forest, with precipitations of 1000 mm per year and structured soils with mean levels of organic matter. The experimental design used was random blocks with three repetitions, the variable evaluated were: plant height (PH), stem thickness (ST), stem number (SN); also biometric parameters were evaluates such as: tuber number (TN), plants weight (PW), fresh weight (FW) and dry matter (DM), yield by plant (YP) and yield by hectare (kg ha-1). For both varieties the (TS) was similar (P&gt;0,01), while the parameters; NTP, PTP, RP and Rha showed significant differences (P&lt;0,01) between the varieties evaluated, being superior VK. A high productive potential demonstrated by VK, suggest that this variety is an alternative in the diversification of the traditional production systems of the high zone of the state Falcon.",Felis catus;?cats;?stereology;?kidney;?collagen,ULTRASONOGRAPHIC MEASUREMENT;?HISTOPATHOLOGY;?DISEASE;?VOLUME;?DOGS,"Universidade de Sao Paulo?Univ Sao Paulo, FMVZ, Dept Cirurg, Rua Prof Dr Orlando Marques de Paiva 87, BR-05508270 Sao Paulo, SP, Brazil.","? Univ Sao Paulo, FMVZ, Dept Cirurg, Rua Prof Dr Orlando Marques de Paiva 87, BR-05508270 Sao Paulo, SP, Brazil",
115,"Analyses of the sediment toxicity of Monjolinho River, S?o Carlos, S?o Paulo State, Brazil, using survey, growth and gill morphology of two fish species (Danio rerio and Poecilia reticulata)",Brazilian Archives of Biology and Technology,2008年2月,9,16,"The objective of this work was to evaluate the toxicity of the sediments of the Monjolinho River (Sao Carlos - Sao Paulo/Brazil), through partial chronic toxicity bioassays with juveniles of D. rerio and P. reticulata. Histological analyses of the gills and biometric measurements were conducted to detect the possible deleterious effects that caused the death. In all points the sampled the alterations were found in the gills (hyperplasia, fusion of secondary lamellas and dilation of blood vessels), with the most intense lesions (second stage) occurring at the point two. The biometric analysis pointed to inadequate conditions for the growth of the test-organisms when exposed to the sediment samples. These results showed that the conditions of these environments were not suitable for the survival and growth of these fishes.",?short utterance; variability compensation; speaker verification; i-vector,,"Advanced Technologies Application Center (CENATAV), Cuba",,
116,Algebraic solutions to the connectivity problem for m-way layouts: Interaction-contrast aliasing,JOURNAL OF STATISTICAL PLANNING AND INFERENCE,2008年1月,2,24,"An m-way layout, or design, is called complete if there is at least one observation per cell. Without any side conditions the parameters are not estimable but contrasts may be estimable and they are all estimable for the complete layout. For m = 2 the condition for estimability is the well-known connectivity condition: one can '' walk '' from any row to any other row, stepping on columns. The case in &gt; 2 remains unsolved in some sense. The principal method used here is the Grobner basis (G-basis) method introduced by Pistone and Wynn [1996. Generalised confounding with grober bases. ",biometrics; Cerrado; Spearman correlation; tree species,,"?Instituto Federal de Mato Grosso, Brasil",,
117,On the Breslow-Holubkov estimator,LIFETIME DATA ANALYSIS,2007年12月,5,73,"Breslow and Holubkov (J Roy Stat Soc B 59:447-461 1997a) developed semiparametric maximum likelihood estimation for two-phase studies with a case-control first phase under a logistic regression model and noted that, apart for the overall intercept term, it was the same as the semiparametric estimator for two-phase studies with a prospective first phase developed in Scott and Wild (",Trophic guilds;?fishes;?Santa Cruz Reservoir,PLAGIOSCION-SQUAMOSISSIMUS PERCIFORMES;?RIVER;?DIET;?FISH;?CHARACIFORMES;?CHARACIDAE;?SCIANIDAE;?DIPTERA,"Universidade do Estado do Rio Grande do Norte (UERN)?Univ Estado Rio Grande do Norte, Dept Ciencias Biol, Lab Ictiol, Av Prof Antonio Campos, BR-59625620 Mossoro, RN, Brazil.","? Univ Fed Rural Semi Arido, Dept Ciencias Anim, Lab Ecol Peixes & Pesca Continental, BR 110 Km 47, BR-59625900 Mossoro, RN, Brazil",
118,"Spatial and temporal variations of Cocconeis placentula var. euglypta (Ehrenb.) 1854 Grunow, 1884 in drift and periphyton",Brazilian Journal of Biology,2007年11月,7,23,"Spatial and temporal variations of Cocconeis placentula var. euglypta in drift and periphyton were studied in mountain streams of the Cordoba Province (Argentina). The sampling program was conducted in study sites located on a confluence between different order streams during an annual cycle. Samples were also taken every two hours during the daylight period in high and low water conditions. The relationship between drift and cellular reproduction was evaluated by valve length biometrics analysis. C. placentula var. euglypta drift was continuous; its density was not always dependent on periphyton density in each locality. C. placentula var. euglypta drift could be related to abiotic factors such as temperature and flow during the annual cycle. There were significant differences between periphyton and drift valve lengths. Moreover, drift can be associated with cellular reproduction because density was higher when valve lengths were shorter at different hours of the day. C. placentula var. euglypta epiphytims on Cladophora glomerata also influenced drift density and size distribution, modifying the relationship between periphyton and drift during the late spring when C. placentula var. euglypta was detached from senescent mats.",Anatomy; Forearm; Median nerve; Motor branches,NERVE ENTRY POINTS;?MEDIAN NERVE;?ANATOMY,"Universidad San Sebastian?Univ San Sebastian, Sede Concepcion, Dept Ciencias Morfol, Lientur 1457, Concepcion 4080871, Chile.","? Univ San Sebastian, Fac Ciencia, Dept Ciencias Morfol, Concepcion, Chile",
119,Biometric characterization in fruitages of green dwarf coconut palm (Cocos nucifera L.) in different stages of development,Revista Brasileira de Fruticultura,2007年8月,5,19,"The aim of this work was to determine the growth curve of the fruit mass and the longitudinal and transversal diameter, as well as the accumulation of solid and liquid albumens (coconut water) and its sensorial characterization in different stages. Fruitages of green dwarf coconut palm (Cocos nucifera L.) were evaluated fortnightly in 26 times during the period of their formation, from April 2004 to May 2005, in the city of Bebedouro, Sao Paulo state. Models of logistics regression and logistics with quadratic exponential were applied to the data with the graphic collaboration of the growth curves, obtaining a high level of agreements for the evaluated parameter. The longitudinal external diameter reached 20,12 centimeters in its 375 days after the opening of the inflorescence (d.a.o.i.) and to the transversal external diameter 14,57 centimeters in its 345 (d.a.o.i.). The fruitages reached bigger mass in the period between 255 and 315 days after the opening of inflorescence, and there was no significant statistic difference in this period. The solid albumen had an initial formation in its 225 days after the opening of inflorescence, reaching the mass of 214.78 grams in its 375 days. The biggest liquid albumen volume was verified in 8 1/2 month-old fruit, combining with the adequate taste, by sensorial evaluation of the fruitage water for its consume ""in nature"", pointing it as important indicatives for the ideal point of the fruitage harvest in this period in the city of Bebedouro, Sao Paulo state.",?minutiae structure; information representation; minutiae template; template protection,,"Universidad de las Ciencias Informáticas, Cuba",,
120,Biometric predictability in multifocal intraocular lens,Revista Brasileira de Oftalmologia,2007年4月,0,9,"PURPOSE: To present biometric predictability, evaluating postoperative refraction and visual acuity in eyes submitted to multifocal intraocular lens implantation. METHODS: Retrospective study in 88 eyes of 50 patients, submitted to phacoemulsification with multifocal lens implant of three commercial brands: ReSTOR, ReZoom and Tecnis. For biometric examination were used: optic biometry associated to the use of tomography of anterior segment and Holladay II biometric formula. With postoperative refraction, visual acuity and implanted IOL, according to Holladay II formula, we calculated the value of IOL to be implanted in case we used SRKT and Haigis formulas. The results were evaluated according to statistical methods. RESULTS: All eyes obtained a visual acuity equal or higher to 20/40 and J3 without correction. Holladay II, SRKT and Haigis formulas presented similar performance in all groups. CONCLUSION: Biometric predictability is improving with the use of optical biometry and last generation formulas.",Biometrics; Identity; knowledge certificate; identity certificate; notary; Kelsen's normative hierarchy,,"Universidad de Lima, Peru",,
121,Ultrasonography of abdominal aorta and its branches in dogs,Ciência Rural,2007年4月,9,0,"A duplex ultrasound system incorporating a pulsed wave Doppler ultrasound probe with conventional B-mode real-time imaging was used to evaluate the biometric and the hemodynamic of abdominal aorta and external iliac arteries of a hundred and thirty one normal dogs. Results of biometrics of abdominal aorta, presented a mean diameter of 0.80cm in its diaphragmatic segment (AOD); 0.74cm in its segment caudal to the renal arteries (AOR) and 0.69cm in the segment cranial to its termination (AOT). The right-external-iliac artery (AIED) presented a mean diameter of 0.42cm and the left-external iliac artery (AIEE) a mean diameter of 0.39cm. The hemodynamic study of the abdominal aorta presented a medium systolic peak velocity to AOR of 104cm per sec.; to AOT of 99.61cm per sec.; to AIED of 85.47cm per sec. and to AIEE of 99.51cm per sec. Correlations of different intensities between the vascular diameters have been verified between the measured points and the corporeal biometric factors (Crown Rump-Lenght). Low correlations have been observed regarding the diameters in relation to the age.",Fetal Lung Maturity; Fetal Ultrasonography; Pulmonary Su rfactant; Lecithin/Sphin? gomyelin relation; Fetal Pulmonary Artery; Doppler,,"[ 1 ] Universidad de Cara bobo, Venezuela
[ 2 ] Universidad Nacional San Marcos, Perú",,
122,Morphology and morphometry of buffalo mammary papillae,Pesquisa Veterinária Brasileira,2007年3月,5,21,"Fifteen papillae from female water buffaloes and one bovine female were obtained in a slaughter house for this study, which consisted in morphologic and biometrical analyses, histology and histometric and mesoscopical analyses. The means were: right cranial papilla (RCP) 20.95g; right caudal papilla (RCaP) 21.49g; left cranial papilla (LCP) 23.52g; and left caudal papilla (LCaP) 21.35g. Papillary duct average length, numbers of folds and papillary cisterns length were, respectively: 0.67/5,5 e 2.17cm for RCP; 0.62/6.0 e 2.26cm for RCaP; and for the left antimere: RCP: 0.71/6.0 e 2.26cm and for RCaP: 0.74/5.7 e 2.57cm. Pearson's analysis revealed negative correlation between body weight and mammary glandular weight. Sampling of proximal, middle and distal area was taken and fixed into a 10% formaldehyde solution, followed by mesoscopical investigation through 10, 20 and 40 mu m thickness cuts stained by Azan, F3BA Picrosirus and Weigert-Van Gieson techniques. Histological and morphometric analyses were applied on 5 mu m thick samples and showed that the muscular layer was disposed into two arrangements, internal circular and external longitudinal with a bi-stratified cuboidal epithelium. A well developed muscular layer were related to the middle portion revealing thickness of 22.90mm with a great amount of connective tissue (7.10mm).",Adenium obesum (Forssk.);?Roem. & Schult.;?Apocynaceae;?seeds storage,,"Universidade Estadual de Londrina?Univ Estadual Londrina, Caixa Postal 1011, BR-86057970 Londrina, PR, Brazil.","Univ Estadual Londrina, Caixa Postal 1011, BR-86057970 Londrina, PR, Brazil",
123,Skewed Bessel function distributions with application to rainfall data,STATISTICS,2007年,2,35,"Skewed distributions have attracted significant attention in the last few years. In this article, a skewed Bessel function distribution with the probability density function ( pdf) f ( x) = 2g( x) G(lambda x) is introduced, where g( .) and G( .) are taken, respectively, to be the ( pdf) and the cumulative distribution function of the Bessel function distribution [ McKay, A. T., 1932, A Bessel function distribution, ",Euterpe edulis;?Pre-improvement;?Characters Selection;?Biometric Analysis,EUTERPE-EDULIS,"Universidade Federal do Espirito Santo?Univ Fed Espirito Santo, Dept Prod Vegetal, Campus Alegre, BR-29500000 Alegre, ES, Brazil.","Univ Fed Espirito Santo, Dept Prod Vegetal, BR-29500000 Alegre, ES, Brazil",
124,"Biological and economic subsidies for rational exploration of the sea-urchin Echinometra locunter (1.,1758)",JOURNAL OF COASTAL RESEARCH,2006年,1,45,"Echinometra lucunter is echinodermo more common and wide found in the Brazilian coast with possibility to supply such market, if correctly evaluated. For in such a way it is of excellent importance the determination of the gonadosomatic index of this resource, similar to identify the maximum gonadal production, inferring in periods of better harvest, preventing the decay of the natural supplies. The ",Cataract/congenital; Cataract/etiology; Aphakia/surgery; Contact lenses; Lenses intraocular,,,,
125,Biometric analysis of squash lines,Horticultura Brasileira,2006年9月,12,48,"Five morphological and agronomic characteristics were evaluated in seven squash lines. The experiment was carried out in completely randomized blocks, with three replications, and six-plant plots. Genetic parameters, as well as simple and canonic correlations were estimated. Heritability for average fruit weight and external longitudinal length were higher than 80%, with a variation index higher than one. Thus, application of simple breeding methods, such as mass selection, will result in good selection gains. Concerning simple correlations, most of the characteristic pairs (80%) had genotypic correlations higher than phenotypic and environmental correlations. Simple and canonical correlations revealed that fruit average weight increased together with increments in pulp thickness and longitudinal and transversal fruit length. On the other hand, plants with more fruits produced smaller fruits (longitudinal length), with thinner pulp, but with higher transversal length. In this population, promising commercial genotypes, producing small fruits with thick pulps, can be obtained using selection indexes.",Electronic monitoring;?Criminal justice;?Victim-orientation;?Policy transfer,SURVEILLANCE,"Sheffield Hallam University?Sheffield Hallam Univ, Dept Law & Criminol, Sheffield, S Yorkshire, England.","? Sheffield Hallam Univ, Dept Law & Criminol, Sheffield, S Yorkshire, England",
126,Efficient tests for the presence of a pair of complex conjugate unit roots in real time series,JOURNAL OF ECONOMETRICS,2006年1月,12,49,We introduce a framework which allows us to draw a clear parallel between the test for the presence of seasonal unit roots and that for unit root at frequency 0 (or pi). It relies on the properties of the complex conjugate integrated of order one processes which are implicitly at work in the real time series. In the same framework as that of Phillips and Perron (,?seed; biometry; morphoanatomy; palm; Bactris,,"Universidade Federal do Amazonas, Brazil",,
127,Bias-corrected maximum semiparametric likelihood estimation under logistic regression models based on case-control data,JOURNAL OF STATISTICAL PLANNING AND INFERENCE,2006年1月,1,34," 80 (1993) 27) to bias reduction of maximum likelihood estimators under the logistic regression model based on case-control data. The proposed bias-corrected maximum likelihood estimators are based on the semiparametric profile log likelihood function under a two-sample semiparametric model, which is equivalent to the assumed logistic regression model. We show that the prospective and retrospective analyses on the basis of the corrective approach to bias reduction produce identical bias-corrected maximum likelihood estimators of the odds ratio parameter, but this does not hold when using the preventive approach unless the case and control sample sizes are identical. We present some results on simulation and on the analysis of two real data sets. (c) 2004 Elsevier B.V. All rights reserved.",Myrciaria dubia;?breeding;?selection;?subsample;?germplasm,MYRCIARIA-DUBIA;?PULP,"Empresa Brasileira de Pesquisa Agropecuaria (Embrapa)?Embrapa Roraima, Rod BR 174,Km 08, BR-69301970 Boa Vista, RR, Brazil.","Embrapa Roraima, BR-69301970 Boa Vista, RR, Brazil",
128,Effects of feeding frequency on larval rearing of trairao (Hoplias lacerdae),Revista Brasileira de Zootecnia,2005年10月,26,31,"The effects of feeding management strategies on larval rearing of trairao were evaluated in this trial. Eight-d old larvae were counted and stocked in 20 experimental containers (units with volume of 5 L each), with constant aeration and temperature. The stocking density was 30 larvae/L. The following treatments (feeding frequency) were used: F1 - once a day, F2 - twice a day, F3 - three times a day, F4 - four times a day, each with five replicates. Feeding rate was equal for all treatments. In order to evaluate the animal growth, some samples were collected every five days. At the end of the experiment, after 23 days, the survival, mortality, rates of cannibalism and stress resistance were also evaluated. No significant difference was observed among the growth parameters at 13 days. However, after 18 and 23 days, F1 treatment showed the lowest length and weight averages. No differences of larval specific growth rate due to the feeding frequencies were observed. No effects of feeding frequency on rates of survival, mortality, cannibalism and stress resistance were detected. The survival rates showed the highest values (93%) during the experiment. Thus, trairao larvae can be fed only twice a day, with no changes on growth, at least during the initial rearing (first 23 days).",Momordica charantia L.; vine species; descriptive statistical; inference,,"Universidade Federal Rural do Semi-?rido, Brazil",,
129,Automated fluorescence-activated collecting duct isolation for genomics and proteomics,FASEB JOURNAL,2005年5月,0,11,,,,"Northwestern University?Northwestern Univ, Dept Mol Biosci, Evanston, IL 60208 USA.","Northwestern Univ, Dept Mol Biosci, Evanston, IL 60208 USA",
130,Innervation of the Semimembronosus Muscle,International Journal of Morphology,2005年,2,42,"Classical Anatomy books describe muscle innervation in a very general way. As an example biometric location of muscular branches and their respective motor points are not quite clear. Therefore, it is necessary to know their exact position when therapies such as electric stimulation or injection of neurolytic substances are applied. On this purpose to shed some light on these matters, it was studied the semimembranosus muscle innervation on 28 lower limbs specimens of 14 formalyzed cadavers from adult male of Brazilian origin. In order to obtain their biometric records, the landmark points employed here were arranged from the distal part of the ischiatic tuberosity (IT) followed by an imaginary transversal line deployed over the most prominent parts of the femoral epicondyles. On 18 cases it was observed only one innervation branch, coming from the tibial portion of the ischiatic nerve directed to the semimembranosus muscle and in the remaining 10 cases it was observed that two branches were received by the semimembranosus muscle. In 60,7% of cases the branch originated from a common trunk together at the magnus adductor muscle branch. In the group with one branch, the average distance from the R1 origin respect to IT was 121,8 mm ± 24,6 at the right side and 124,7 mm ± 15,9 at the left side. In the group with two branches the average distance at the right side for both R1 was 125,5 mm + 28,0 and for R2 123,7 mm ± 29,2. At the left side both distances were 111,5 mm ± 28,2 for R1 and 149,4 mm ± 36,8 for R2. In the one branch group at the right side the R1average length gave a value of 38,7 mm ± 26,6 instead for the left side gave a value of 28,3 mm ± 23,1. The R1 and R2 were distributed in 2,3 and more secondary branches regarding the motor points location. Finally, I hope with these findings to contribute at the innervation knowledge and the motor point areas from thigh muscles",biometrics;?fruits and seeds characterization;?anthropic actions;?swamps,FOREST,"Universidade Estadual de Montes Claros?Univ Estadual Montes Claros, Dept Biol Geral, Programa Posgrad Ciencias Biol, Campos Univ Prof Darcy Ribeiro,Caixa Postal 126, BR-39401089 Montes Claros, MG, Brazil.","Univ Estadual Montes Claros, Dept Biol Geral, Programa Posgrad Ciencias Biol, BR-39401089 Montes Claros, MG, Brazil",
131,Biometrical analysis and selection of tetraploid progenies of Panicum maximum using mixed model methods,Pesquisa Agropecuária Brasileira,2004年4月,18,25,"The objectives of this work were to estimate the genetic and phenotypic parameters and to predict the genetic and genotypic values of the selection candidates obtained from intraspecific crosses in Panicum maximum as well as the performance of the hybrid progeny of the existing and projected crosses. Seventy-nine intraspecific hybrids obtained from artificial crosses among five apomictic and three sexual autotetraploid individuals were evaluated in a clonal test with two replications and ten plants per plot. Green matter yield, total and leaf dry matter yields and leaf percentage were evaluated in five cuts per year during three years. Genetic parameters were estimated and breeding and genotypic values were predicted using the restricted maximum likelihood/best linear unbiased prediction procedure (REML/BLUP). The dominant genetic variance was estimated by adjusting the effect of full-sib families. Low magnitude individual narrow sense heritabilities (0.02-0.05), individual broad sense heritabilities (0.14-0.20) and repeatability measured on an individual basis (0.15-0.21) were obtained. Dominance effects for all evaluated characteristics indicated that breeding strategies that explore heterosis must be adopted. Less than 5% increase in the parameter repeatability was obtained for a three-year evaluation period and may be the criterion to determine the maximum number of years of evaluation to be adopted, without compromising gain per cycle of selection. The identification of hybrid candidates for future cultivars and of those that can be incorporated into the breeding program was based on the genotypic and breeding values, respectively. The prediction of the performance of the hybrid progeny, based on the breeding values of the progenitors, permitted the identification of the best crosses and indicated the best parents to use in crosses.",pineapple-of-gomo;?IAA oxidase;?micropropagation;?plant anatomy,GROWTH;?REGENERATION;?PEROXIDASE;?EXPLANTS;?OXIDASE;?STRESS;?ACID,"Universidade Estadual Paulista?Univ Estadual Paulista, Dept Quim & Bioquim, Botucatu, SP, Brazil.","?Univ Estadual Paulista, Dept Quim & Bioquim, Botucatu, SP, Brazil",
